,channel,name,tempo,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_name,angle,prior_midi_note,prior_note_name,prior_octave
2088,9.0,,,42.0,96.0,29616,154.25,3.0,6.0,F#,180,42.0,F#,3.0
2090,9.0,,,42.0,96.0,29648,154.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2092,9.0,,,42.0,96.0,29664,154.5,3.0,6.0,F#,180,42.0,F#,3.0
2094,9.0,,,42.0,96.0,29664,154.5,3.0,6.0,F#,180,42.0,F#,3.0
2096,9.0,,,42.0,96.0,29680,154.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2098,9.0,,,42.0,96.0,29696,154.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2100,9.0,,,42.0,96.0,29696,154.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2102,9.0,,,42.0,96.0,29728,154.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2104,9.0,,,42.0,96.0,29744,154.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2106,9.0,,,42.0,96.0,29744,154.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2108,9.0,,,42.0,96.0,29760,155.0,3.0,6.0,F#,180,42.0,F#,3.0
2110,9.0,,,42.0,96.0,29776,155.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2112,9.0,,,42.0,96.0,29776,155.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2114,9.0,,,42.0,96.0,29808,155.25,3.0,6.0,F#,180,42.0,F#,3.0
2116,9.0,,,42.0,96.0,29824,155.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2118,9.0,,,42.0,96.0,29824,155.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2120,9.0,,,42.0,96.0,29840,155.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2122,9.0,,,42.0,96.0,29856,155.5,3.0,6.0,F#,180,42.0,F#,3.0
2124,9.0,,,42.0,96.0,29856,155.5,3.0,6.0,F#,180,42.0,F#,3.0
2126,9.0,,,42.0,96.0,29888,155.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2128,9.0,,,42.0,96.0,29904,155.75,3.0,6.0,F#,180,42.0,F#,3.0
2130,9.0,,,42.0,96.0,29904,155.75,3.0,6.0,F#,180,42.0,F#,3.0
2132,9.0,,,42.0,96.0,29920,155.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2134,9.0,,,42.0,96.0,29936,155.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2136,9.0,,,42.0,96.0,29936,155.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2138,9.0,,,42.0,96.0,29952,156.0,3.0,6.0,F#,180,42.0,F#,3.0
2140,9.0,,,42.0,96.0,29960,156.04166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2142,9.0,,,42.0,96.0,29976,156.125,3.0,6.0,F#,180,42.0,F#,3.0
2144,9.0,,,42.0,96.0,29984,156.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2146,9.0,,,42.0,96.0,30000,156.25,3.0,6.0,F#,180,42.0,F#,3.0
2148,9.0,,,42.0,96.0,30040,156.45833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2150,9.0,,,42.0,96.0,30056,156.54166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2152,9.0,,,42.0,96.0,30064,156.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2154,9.0,,,42.0,96.0,30072,156.625,3.0,6.0,F#,180,42.0,F#,3.0
2156,9.0,,,42.0,96.0,30080,156.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2158,9.0,,,42.0,96.0,30096,156.75,3.0,6.0,F#,180,42.0,F#,3.0
2160,9.0,,,42.0,96.0,30104,156.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2162,9.0,,,42.0,96.0,30120,156.875,3.0,6.0,F#,180,42.0,F#,3.0
2164,9.0,,,42.0,96.0,30128,156.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2166,9.0,,,42.0,96.0,30144,157.0,3.0,6.0,F#,180,42.0,F#,3.0
2168,9.0,,,42.0,96.0,30184,157.20833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2170,9.0,,,42.0,96.0,30200,157.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2172,9.0,,,42.0,96.0,30208,157.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2174,9.0,,,42.0,96.0,30216,157.375,3.0,6.0,F#,180,42.0,F#,3.0
2176,9.0,,,42.0,96.0,30224,157.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2178,9.0,,,42.0,96.0,30240,157.5,3.0,6.0,F#,180,42.0,F#,3.0
2180,9.0,,,42.0,96.0,30248,157.54166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2182,9.0,,,42.0,96.0,30264,157.625,3.0,6.0,F#,180,42.0,F#,3.0
2184,9.0,,,42.0,96.0,30272,157.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2186,9.0,,,42.0,96.0,30288,157.75,3.0,6.0,F#,180,42.0,F#,3.0
2188,9.0,,,42.0,96.0,30328,157.95833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2190,9.0,,,42.0,96.0,30344,158.04166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2192,9.0,,,42.0,96.0,30352,158.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2194,9.0,,,42.0,96.0,30360,158.125,3.0,6.0,F#,180,42.0,F#,3.0
2196,9.0,,,42.0,96.0,30368,158.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2198,9.0,,,42.0,96.0,30384,158.25,3.0,6.0,F#,180,42.0,F#,3.0
2200,9.0,,,42.0,96.0,30392,158.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2202,9.0,,,42.0,96.0,30408,158.375,3.0,6.0,F#,180,42.0,F#,3.0
2204,9.0,,,42.0,96.0,30416,158.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2206,9.0,,,42.0,96.0,30432,158.5,3.0,6.0,F#,180,42.0,F#,3.0
2208,9.0,,,42.0,96.0,30472,158.70833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2210,9.0,,,42.0,96.0,30488,158.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2212,9.0,,,42.0,96.0,30496,158.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2214,9.0,,,42.0,96.0,30504,158.875,3.0,6.0,F#,180,42.0,F#,3.0
2216,9.0,,,42.0,96.0,30512,158.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2218,9.0,,,42.0,96.0,30544,159.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2220,9.0,,,42.0,96.0,30560,159.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2222,9.0,,,42.0,96.0,30560,159.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2224,9.0,,,42.0,96.0,30576,159.25,3.0,6.0,F#,180,42.0,F#,3.0
2226,9.0,,,42.0,96.0,30592,159.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2228,9.0,,,42.0,96.0,30592,159.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2230,9.0,,,42.0,96.0,30624,159.5,3.0,6.0,F#,180,42.0,F#,3.0
2232,9.0,,,42.0,96.0,30640,159.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2234,9.0,,,42.0,96.0,30640,159.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2236,9.0,,,42.0,96.0,30656,159.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2238,9.0,,,42.0,96.0,30672,159.75,3.0,6.0,F#,180,42.0,F#,3.0
2240,9.0,,,42.0,96.0,30672,159.75,3.0,6.0,F#,180,42.0,F#,3.0
2242,9.0,,,42.0,96.0,30704,159.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2244,9.0,,,42.0,96.0,30720,160.0,3.0,6.0,F#,180,42.0,F#,3.0
2246,9.0,,,42.0,96.0,30720,160.0,3.0,6.0,F#,180,42.0,F#,3.0
2248,9.0,,,42.0,96.0,30736,160.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2250,9.0,,,42.0,96.0,30752,160.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2252,9.0,,,42.0,96.0,30752,160.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2254,9.0,,,42.0,96.0,30784,160.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2256,9.0,,,42.0,96.0,30800,160.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2258,9.0,,,42.0,96.0,30800,160.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2260,9.0,,,42.0,96.0,30816,160.5,3.0,6.0,F#,180,42.0,F#,3.0
2262,9.0,,,42.0,96.0,30832,160.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2264,9.0,,,42.0,96.0,30832,160.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2266,9.0,,,42.0,96.0,30864,160.75,3.0,6.0,F#,180,42.0,F#,3.0
2268,9.0,,,42.0,96.0,30880,160.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2270,9.0,,,42.0,96.0,30880,160.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2272,9.0,,,42.0,96.0,30896,160.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2274,9.0,,,42.0,96.0,30912,161.0,3.0,6.0,F#,180,42.0,F#,3.0
2276,9.0,,,42.0,96.0,30912,161.0,3.0,6.0,F#,180,42.0,F#,3.0
2278,9.0,,,42.0,96.0,30944,161.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2280,9.0,,,42.0,96.0,30960,161.25,3.0,6.0,F#,180,42.0,F#,3.0
2282,9.0,,,42.0,96.0,30960,161.25,3.0,6.0,F#,180,42.0,F#,3.0
2284,9.0,,,42.0,96.0,30976,161.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2286,9.0,,,42.0,96.0,30992,161.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2288,9.0,,,42.0,96.0,30992,161.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2290,9.0,,,42.0,96.0,31024,161.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2292,9.0,,,42.0,96.0,31040,161.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2294,9.0,,,42.0,96.0,31040,161.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2296,9.0,,,42.0,96.0,31056,161.75,3.0,6.0,F#,180,42.0,F#,3.0
2298,9.0,,,42.0,96.0,31072,161.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2300,9.0,,,42.0,96.0,31072,161.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2302,9.0,,,42.0,96.0,31104,162.0,3.0,6.0,F#,180,42.0,F#,3.0
2304,9.0,,,42.0,96.0,31120,162.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2306,9.0,,,42.0,96.0,31120,162.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2308,9.0,,,42.0,96.0,31136,162.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2310,9.0,,,42.0,96.0,31152,162.25,3.0,6.0,F#,180,42.0,F#,3.0
2312,9.0,,,42.0,96.0,31152,162.25,3.0,6.0,F#,180,42.0,F#,3.0
2314,9.0,,,42.0,96.0,31208,162.54166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2316,9.0,,,42.0,96.0,31216,162.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2318,9.0,,,42.0,96.0,31232,162.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2320,9.0,,,42.0,96.0,31264,162.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2322,9.0,,,42.0,96.0,31320,163.125,3.0,6.0,F#,180,42.0,F#,3.0
2324,9.0,,,42.0,96.0,31328,163.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2326,9.0,,,42.0,96.0,31344,163.25,3.0,6.0,F#,180,42.0,F#,3.0
2328,9.0,,,42.0,96.0,31376,163.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2330,9.0,,,42.0,96.0,31432,163.70833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2332,9.0,,,42.0,96.0,31440,163.75,3.0,6.0,F#,180,42.0,F#,3.0
2334,9.0,,,42.0,96.0,31456,163.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2336,9.0,,,42.0,96.0,31488,164.0,3.0,6.0,F#,180,42.0,F#,3.0
2338,9.0,,,42.0,96.0,31544,164.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2340,9.0,,,42.0,96.0,31552,164.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2342,9.0,,,42.0,96.0,31568,164.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2344,9.0,,,42.0,96.0,31600,164.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2346,9.0,,,42.0,96.0,31656,164.875,3.0,6.0,F#,180,42.0,F#,3.0
2348,9.0,,,42.0,96.0,31664,164.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2350,9.0,,,42.0,96.0,31680,165.0,3.0,6.0,F#,180,42.0,F#,3.0
2352,9.0,,,42.0,96.0,31712,165.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2354,9.0,,,42.0,96.0,31768,165.45833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2356,9.0,,,42.0,96.0,31776,165.5,3.0,6.0,F#,180,42.0,F#,3.0
2358,9.0,,,42.0,96.0,31792,165.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2360,9.0,,,42.0,96.0,31824,165.75,3.0,6.0,F#,180,42.0,F#,3.0
2362,9.0,,,42.0,96.0,31880,166.04166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2364,9.0,,,42.0,96.0,31888,166.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2366,9.0,,,42.0,96.0,31904,166.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2368,9.0,,,42.0,96.0,31936,166.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2370,9.0,,,42.0,96.0,31992,166.625,3.0,6.0,F#,180,42.0,F#,3.0
2372,9.0,,,42.0,96.0,32000,166.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2374,9.0,,,42.0,96.0,32016,166.75,3.0,6.0,F#,180,42.0,F#,3.0
2376,9.0,,,42.0,96.0,32048,166.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2378,9.0,,,42.0,96.0,32104,167.20833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2380,9.0,,,42.0,96.0,32112,167.25,3.0,6.0,F#,180,42.0,F#,3.0
2382,9.0,,,42.0,96.0,32128,167.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2384,9.0,,,42.0,96.0,32160,167.5,3.0,6.0,F#,180,42.0,F#,3.0
2386,9.0,,,42.0,96.0,32216,167.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2388,9.0,,,42.0,96.0,32224,167.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2390,9.0,,,42.0,96.0,32240,167.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2392,9.0,,,42.0,96.0,32272,168.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2394,9.0,,,42.0,96.0,32328,168.375,3.0,6.0,F#,180,42.0,F#,3.0
2396,9.0,,,42.0,96.0,32336,168.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2398,9.0,,,42.0,96.0,32352,168.5,3.0,6.0,F#,180,42.0,F#,3.0
2400,9.0,,,42.0,96.0,32384,168.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2402,9.0,,,42.0,96.0,32440,168.95833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2404,9.0,,,42.0,96.0,32448,169.0,3.0,6.0,F#,180,42.0,F#,3.0
2406,9.0,,,42.0,96.0,32464,169.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2408,9.0,,,42.0,96.0,32496,169.25,3.0,6.0,F#,180,42.0,F#,3.0
2410,9.0,,,42.0,96.0,32552,169.54166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2412,9.0,,,42.0,96.0,32560,169.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2414,9.0,,,42.0,96.0,32576,169.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2416,9.0,,,42.0,96.0,32608,169.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2418,9.0,,,42.0,96.0,32664,170.125,3.0,6.0,F#,180,42.0,F#,3.0
2420,9.0,,,42.0,96.0,32672,170.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2422,9.0,,,42.0,96.0,32688,170.25,3.0,6.0,F#,180,42.0,F#,3.0
2424,9.0,,,42.0,96.0,32720,170.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2426,9.0,,,42.0,96.0,32776,170.70833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2428,9.0,,,42.0,96.0,32784,170.75,3.0,6.0,F#,180,42.0,F#,3.0
2430,9.0,,,42.0,96.0,32800,170.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2432,9.0,,,42.0,96.0,32832,171.0,3.0,6.0,F#,180,42.0,F#,3.0
2434,9.0,,,42.0,96.0,32888,171.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2436,9.0,,,42.0,96.0,32896,171.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2438,9.0,,,42.0,96.0,32912,171.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2440,9.0,,,42.0,96.0,32944,171.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2442,9.0,,,42.0,96.0,32960,171.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2444,9.0,,,42.0,96.0,32968,171.70833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2446,9.0,,,42.0,96.0,32984,171.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2448,9.0,,,42.0,96.0,32992,171.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2450,9.0,,,42.0,96.0,33008,171.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2452,9.0,,,42.0,96.0,33048,172.125,3.0,6.0,F#,180,42.0,F#,3.0
2454,9.0,,,42.0,96.0,33064,172.20833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2456,9.0,,,42.0,96.0,33072,172.25,3.0,6.0,F#,180,42.0,F#,3.0
2458,9.0,,,42.0,96.0,33080,172.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2460,9.0,,,42.0,96.0,33088,172.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2462,9.0,,,42.0,96.0,33104,172.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2464,9.0,,,42.0,96.0,33112,172.45833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2466,9.0,,,42.0,96.0,33128,172.54166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2468,9.0,,,42.0,96.0,33136,172.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2470,9.0,,,42.0,96.0,33152,172.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2472,9.0,,,42.0,96.0,33192,172.875,3.0,6.0,F#,180,42.0,F#,3.0
2474,9.0,,,42.0,96.0,33208,172.95833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2476,9.0,,,42.0,96.0,33216,173.0,3.0,6.0,F#,180,42.0,F#,3.0
2478,9.0,,,42.0,96.0,33224,173.04166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2480,9.0,,,42.0,96.0,33232,173.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2482,9.0,,,42.0,96.0,33248,173.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2484,9.0,,,42.0,96.0,33256,173.20833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2486,9.0,,,42.0,96.0,33272,173.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2488,9.0,,,42.0,96.0,33280,173.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2490,9.0,,,42.0,96.0,33296,173.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2492,9.0,,,42.0,96.0,33336,173.625,3.0,6.0,F#,180,42.0,F#,3.0
2494,9.0,,,42.0,96.0,33352,173.70833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2496,9.0,,,42.0,96.0,33360,173.75,3.0,6.0,F#,180,42.0,F#,3.0
2498,9.0,,,42.0,96.0,33368,173.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2500,9.0,,,42.0,96.0,33376,173.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2502,9.0,,,42.0,96.0,33392,173.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2504,9.0,,,42.0,96.0,33400,173.95833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2506,9.0,,,42.0,96.0,33416,174.04166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2508,9.0,,,42.0,96.0,33424,174.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2510,9.0,,,42.0,96.0,33440,174.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2512,9.0,,,42.0,96.0,33480,174.375,3.0,6.0,F#,180,42.0,F#,3.0
2514,9.0,,,42.0,96.0,33496,174.45833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2516,9.0,,,42.0,96.0,33504,174.5,3.0,6.0,F#,180,42.0,F#,3.0
2518,9.0,,,42.0,96.0,33512,174.54166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2520,9.0,,,42.0,96.0,33520,174.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2522,9.0,,,42.0,96.0,33576,174.875,3.0,6.0,F#,180,42.0,F#,3.0
2524,9.0,,,42.0,96.0,33584,174.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2526,9.0,,,42.0,96.0,33600,175.0,3.0,6.0,F#,180,42.0,F#,3.0
2528,9.0,,,42.0,96.0,33632,175.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2530,9.0,,,42.0,96.0,33688,175.45833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2532,9.0,,,42.0,96.0,33696,175.5,3.0,6.0,F#,180,42.0,F#,3.0
2534,9.0,,,42.0,96.0,33712,175.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2536,9.0,,,42.0,96.0,33744,175.75,3.0,6.0,F#,180,42.0,F#,3.0
2538,9.0,,,42.0,96.0,33800,176.04166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2540,9.0,,,42.0,96.0,33808,176.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2542,9.0,,,42.0,96.0,33824,176.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2544,9.0,,,42.0,96.0,33856,176.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2546,9.0,,,42.0,96.0,33912,176.625,3.0,6.0,F#,180,42.0,F#,3.0
2548,9.0,,,42.0,96.0,33920,176.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2550,9.0,,,42.0,96.0,33936,176.75,3.0,6.0,F#,180,42.0,F#,3.0
2552,9.0,,,42.0,96.0,33968,176.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2554,9.0,,,42.0,96.0,34024,177.20833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2556,9.0,,,42.0,96.0,34032,177.25,3.0,6.0,F#,180,42.0,F#,3.0
2558,9.0,,,42.0,96.0,34048,177.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2560,9.0,,,42.0,96.0,34080,177.5,3.0,6.0,F#,180,42.0,F#,3.0
2562,9.0,,,42.0,96.0,34136,177.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
2564,9.0,,,42.0,96.0,34144,177.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2566,9.0,,,42.0,96.0,34160,177.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2568,9.0,,,42.0,96.0,34192,178.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2570,9.0,,,42.0,96.0,34248,178.375,3.0,6.0,F#,180,42.0,F#,3.0
2572,9.0,,,42.0,96.0,34256,178.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2574,9.0,,,42.0,96.0,34272,178.5,3.0,6.0,F#,180,42.0,F#,3.0
2576,9.0,,,42.0,96.0,34304,178.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2578,9.0,,,42.0,96.0,34360,178.95833333333331,3.0,6.0,F#,180,42.0,F#,3.0
2580,9.0,,,42.0,96.0,34368,179.0,3.0,6.0,F#,180,42.0,F#,3.0
2582,9.0,,,42.0,96.0,34384,179.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
